[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab02/lab02.ipynb?content=0&_=1536194817737 (xiongqiao@10.240.1.181) 2.23ms
[SingleUserNotebookApp | INFO] Saving file at /lab02/lab02.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab02/lab02.ipynb (xiongqiao@10.240.1.181) 157.42ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab02/lab02.ipynb?content=0&_=1536194817738 (xiongqiao@10.240.1.181) 1635.63ms
[SingleUserNotebookApp | INFO] Saving file at /lab02/lab02.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab02/lab02.ipynb (xiongqiao@10.240.1.181) 143.84ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/sessions?_=1536194779386 (xiongqiao@10.240.0.251) 1.45ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1536194779387 (xiongqiao@10.240.0.251) 1.14ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab02?type=directory&_=1536194779388 (xiongqiao@10.240.0.251) 3.52ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab02/lab02.ipynb?content=0&_=1536194817739 (xiongqiao@10.240.0.251) 2.41ms
[SingleUserNotebookApp | INFO] Saving file at /lab02/lab02.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab02/lab02.ipynb (xiongqiao@10.240.0.251) 156.04ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab02/lab02.ipynb?content=0&_=1536194817740 (xiongqiao@10.240.0.251) 1699.16ms
[SingleUserNotebookApp | INFO] Saving file at /lab02/lab02.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab02/lab02.ipynb (xiongqiao@10.240.0.251) 150.94ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab02/lab02.ipynb?content=0&_=1536194817741 (xiongqiao@10.240.0.251) 2.64ms
[SingleUserNotebookApp | INFO] Saving file at /lab02/lab02.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab02/lab02.ipynb (xiongqiao@10.240.0.251) 152.30ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab02/lab02.ipynb?content=0&_=1536194817742 (xiongqiao@10.240.0.251) 2.97ms
[SingleUserNotebookApp | INFO] Saving file at /lab02/lab02.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab02/lab02.ipynb (xiongqiao@10.240.0.251) 149.24ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab02/lab02.ipynb?content=0&_=1536194817743 (xiongqiao@10.240.0.251) 3.05ms
[SingleUserNotebookApp | INFO] Saving file at /lab02/lab02.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab02/lab02.ipynb (xiongqiao@10.240.0.251) 154.48ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab02/lab02.ipynb?content=0&_=1536194817744 (xiongqiao@10.240.0.251) 1709.05ms
[SingleUserNotebookApp | INFO] Saving file at /lab02/lab02.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab02/lab02.ipynb (xiongqiao@10.240.0.251) 152.14ms
[SingleUserNotebookApp | INFO] KernelRestarter: restarting kernel (1/5), keep random ports
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab02/lab02.ipynb?content=0&_=1536194817745 (xiongqiao@10.240.0.251) 3.53ms
[SingleUserNotebookApp | INFO] Saving file at /lab02/lab02.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab02/lab02.ipynb (xiongqiao@10.240.0.251) 145.11ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab02/lab02.ipynb?content=0&_=1536194817746 (xiongqiao@10.240.0.251) 2.81ms
[SingleUserNotebookApp | INFO] Saving file at /lab02/lab02.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab02/lab02.ipynb (xiongqiao@10.240.0.251) 154.95ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab02/lab02.ipynb?content=0&_=1536194817747 (xiongqiao@10.240.0.251) 24.48ms
[SingleUserNotebookApp | INFO] Saving file at /lab02/lab02.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab02/lab02.ipynb (xiongqiao@10.240.0.251) 147.71ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab02/lab02.ipynb?content=0&_=1536194817748 (xiongqiao@10.240.0.251) 2.69ms
[SingleUserNotebookApp | INFO] Saving file at /lab02/lab02.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab02/lab02.ipynb (xiongqiao@10.240.0.251) 154.16ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1536194779390 (xiongqiao@10.240.0.251) 0.94ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/sessions?_=1536194779389 (xiongqiao@10.240.0.251) 1.47ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab02?type=directory&_=1536194779391 (xiongqiao@10.240.0.251) 4.01ms
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found. Rerun with DEBUG log level to see where nbgrader is looking.
[SingleUserNotebookApp | INFO] Released assignments:
[SingleUserNotebookApp | INFO] data100 disc00 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw0 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw1
[SingleUserNotebookApp | INFO] data100 lab01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec03 (already downloaded)
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found. Rerun with DEBUG log level to see where nbgrader is looking.
[SingleUserNotebookApp | INFO] Submitted assignments:
[SingleUserNotebookApp | INFO] data100 xiongqiao disc00 2018-08-23 21:43:25.114815 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao hw0 2018-08-26 18:22:52.072984 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao hw0 2018-09-03 21:13:28.087532 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao lab01 2018-08-28 01:48:53.377265 UTC
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/courses?_=1536194779392 (xiongqiao@10.240.0.251) 167.46ms
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found. Rerun with DEBUG log level to see where nbgrader is looking.
[SingleUserNotebookApp | INFO] Released assignments:
[SingleUserNotebookApp | INFO] data100 disc00 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw0 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw1
[SingleUserNotebookApp | INFO] data100 lab01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec03 (already downloaded)
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found. Rerun with DEBUG log level to see where nbgrader is looking.
[SingleUserNotebookApp | INFO] Submitted assignments:
[SingleUserNotebookApp | INFO] data100 xiongqiao disc00 2018-08-23 21:43:25.114815 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao hw0 2018-08-26 18:22:52.072984 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao hw0 2018-09-03 21:13:28.087532 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao lab01 2018-08-28 01:48:53.377265 UTC
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/assignments?course_id=data100&_=1536194779393 (xiongqiao@10.240.0.251) 15.05ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/sessions?_=1536194779394 (xiongqiao@10.240.0.251) 1.50ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1536194779395 (xiongqiao@10.240.0.251) 0.97ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab02?type=directory&_=1536194779396 (xiongqiao@10.240.0.251) 4.51ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab02/lab02.ipynb?content=0&_=1536194817749 (xiongqiao@10.240.0.251) 40.12ms
[SingleUserNotebookApp | INFO] Saving file at /lab02/lab02.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab02/lab02.ipynb (xiongqiao@10.240.0.251) 157.42ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab02/lab02.ipynb?content=0&_=1536194817750 (xiongqiao@10.240.0.251) 2.23ms
[SingleUserNotebookApp | INFO] Saving file at /lab02/lab02.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab02/lab02.ipynb (xiongqiao@10.240.0.251) 149.81ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab02/lab02.ipynb?content=0&_=1536194817751 (xiongqiao@10.240.0.251) 2.39ms
[SingleUserNotebookApp | INFO] Saving file at /lab02/lab02.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab02/lab02.ipynb (xiongqiao@10.240.0.251) 147.60ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab02/lab02.ipynb?content=0&_=1536194817752 (xiongqiao@10.240.0.251) 1.96ms
[SingleUserNotebookApp | INFO] Saving file at /lab02/lab02.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab02/lab02.ipynb (xiongqiao@10.240.0.251) 149.74ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab02/lab02.ipynb?content=0&_=1536194817753 (xiongqiao@10.240.0.251) 2.00ms
[SingleUserNotebookApp | INFO] Saving file at /lab02/lab02.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab02/lab02.ipynb (xiongqiao@10.240.0.251) 160.94ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab02/lab02.ipynb?content=0&_=1536194817754 (xiongqiao@10.240.0.251) 3.15ms
[SingleUserNotebookApp | INFO] Saving file at /lab02/lab02.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab02/lab02.ipynb (xiongqiao@10.240.0.251) 154.25ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab02/lab02.ipynb?content=0&_=1536194817755 (xiongqiao@10.240.0.251) 835.37ms
[SingleUserNotebookApp | INFO] Saving file at /lab02/lab02.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab02/lab02.ipynb (xiongqiao@10.240.0.251) 152.61ms
[SingleUserNotebookApp | INFO] Starting buffering for c156b59f-467d-4b4f-8ed4-6b00be6522ae:96bf2c47a9dd4ffc8d316d800ffe8f2c
[SingleUserNotebookApp | INFO] Kernel restarted: c156b59f-467d-4b4f-8ed4-6b00be6522ae
[SingleUserNotebookApp | INFO] 200 POST /user/xiongqiao/api/kernels/c156b59f-467d-4b4f-8ed4-6b00be6522ae/restart (xiongqiao@10.240.0.251) 1345.67ms
[SingleUserNotebookApp | INFO] Adapting to protocol v5.1 for kernel c156b59f-467d-4b4f-8ed4-6b00be6522ae
[SingleUserNotebookApp | INFO] 101 GET /user/xiongqiao/api/kernels/c156b59f-467d-4b4f-8ed4-6b00be6522ae/channels?session_id=96bf2c47a9dd4ffc8d316d800ffe8f2c (xiongqiao@10.240.0.158) 2.94ms
[SingleUserNotebookApp | INFO] Restoring connection for c156b59f-467d-4b4f-8ed4-6b00be6522ae:96bf2c47a9dd4ffc8d316d800ffe8f2c
[SingleUserNotebookApp | INFO] Replaying 6 buffered messages
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/nbgrader_version?version=0.6.0.dev&_=1536194817756 (xiongqiao@10.240.0.251) 1.07ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab02/lab02.ipynb?content=0&_=1536194817757 (xiongqiao@10.240.0.251) 1.95ms
[SingleUserNotebookApp | INFO] Saving file at /lab02/lab02.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab02/lab02.ipynb (xiongqiao@10.240.0.251) 149.76ms
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found. Rerun with DEBUG log level to see where nbgrader is looking.
[SingleUserNotebookApp | INFO] Validating '/home/jovyan/lab02/lab02.ipynb'
[SingleUserNotebookApp | INFO] Executing notebook with kernel: python3
[SingleUserNotebookApp | INFO] 200 POST /user/xiongqiao/assignments/validate (xiongqiao@10.240.0.251) 8572.84ms
[SingleUserNotebookApp | INFO] Starting buffering for c156b59f-467d-4b4f-8ed4-6b00be6522ae:96bf2c47a9dd4ffc8d316d800ffe8f2c
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/sessions?_=1536194779397 (xiongqiao@10.240.0.251) 1.45ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1536194779398 (xiongqiao@10.240.0.251) 1.29ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab02?type=directory&_=1536194779399 (xiongqiao@10.240.0.251) 2.45ms
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found. Rerun with DEBUG log level to see where nbgrader is looking.
[SingleUserNotebookApp | INFO] Released assignments:
[SingleUserNotebookApp | INFO] data100 disc00 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw0 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw1
[SingleUserNotebookApp | INFO] data100 lab01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec03 (already downloaded)
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found. Rerun with DEBUG log level to see where nbgrader is looking.
[SingleUserNotebookApp | INFO] Submitted assignments:
[SingleUserNotebookApp | INFO] data100 xiongqiao disc00 2018-08-23 21:43:25.114815 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao hw0 2018-08-26 18:22:52.072984 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao hw0 2018-09-03 21:13:28.087532 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao lab01 2018-08-28 01:48:53.377265 UTC
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/courses?_=1536194779400 (xiongqiao@10.240.0.251) 18.39ms
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found. Rerun with DEBUG log level to see where nbgrader is looking.
[SingleUserNotebookApp | INFO] Released assignments:
[SingleUserNotebookApp | INFO] data100 disc00 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw0 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw1
[SingleUserNotebookApp | INFO] data100 lab01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec03 (already downloaded)
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found. Rerun with DEBUG log level to see where nbgrader is looking.
[SingleUserNotebookApp | INFO] Submitted assignments:
[SingleUserNotebookApp | INFO] data100 xiongqiao disc00 2018-08-23 21:43:25.114815 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao hw0 2018-08-26 18:22:52.072984 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao hw0 2018-09-03 21:13:28.087532 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao lab01 2018-08-28 01:48:53.377265 UTC
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/assignments?course_id=data100&_=1536194779401 (xiongqiao@10.240.0.251) 14.58ms
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found. Rerun with DEBUG log level to see where nbgrader is looking.
[SingleUserNotebookApp | INFO] Source: /home/jovyan/lab02
[SingleUserNotebookApp | INFO] Destination: /srv/nbgrader/exchange/data100/inbound/xiongqiao+lab02+2018-09-06 02:45:20.920000 UTC
[SingleUserNotebookApp | WARNING] Possible missing notebooks and/or extra notebooks submitted for assignment lab02:
    Expected:
    	lab02.ipynb: FOUND
    Submitted:
    	.ipynb_checkpoints/lab02-checkpoint.ipynb: EXTRA
    	lab02.ipynb: OK
[SingleUserNotebookApp | INFO] Submitted as: data100 lab02 2018-09-06 02:45:20.920000 UTC
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found. Rerun with DEBUG log level to see where nbgrader is looking.
[SingleUserNotebookApp | INFO] Released assignments:
[SingleUserNotebookApp | INFO] data100 disc00 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw0 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw1
[SingleUserNotebookApp | INFO] data100 lab01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec03 (already downloaded)
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found. Rerun with DEBUG log level to see where nbgrader is looking.
[SingleUserNotebookApp | INFO] Submitted assignments:
[SingleUserNotebookApp | INFO] data100 xiongqiao disc00 2018-08-23 21:43:25.114815 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao hw0 2018-08-26 18:22:52.072984 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao hw0 2018-09-03 21:13:28.087532 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao lab01 2018-08-28 01:48:53.377265 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao lab02 2018-09-06 02:45:20.920000 UTC
[SingleUserNotebookApp | INFO] 200 POST /user/xiongqiao/assignments/submit (xiongqiao@10.240.0.251) 1199.69ms
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found. Rerun with DEBUG log level to see where nbgrader is looking.
[SingleUserNotebookApp | INFO] Source: /srv/nbgrader/exchange/data100/outbound/hw1
[SingleUserNotebookApp | INFO] Destination: /home/jovyan/hw1
[SingleUserNotebookApp | INFO] Fetched as: data100 hw1
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found. Rerun with DEBUG log level to see where nbgrader is looking.
[SingleUserNotebookApp | INFO] Released assignments:
[SingleUserNotebookApp | INFO] data100 disc00 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw0 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw1 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec03 (already downloaded)
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found. Rerun with DEBUG log level to see where nbgrader is looking.
[SingleUserNotebookApp | INFO] Submitted assignments:
[SingleUserNotebookApp | INFO] data100 xiongqiao disc00 2018-08-23 21:43:25.114815 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao hw0 2018-08-26 18:22:52.072984 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao hw0 2018-09-03 21:13:28.087532 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao lab01 2018-08-28 01:48:53.377265 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao lab02 2018-09-06 02:45:20.920000 UTC
[SingleUserNotebookApp | INFO] 200 POST /user/xiongqiao/assignments/fetch (xiongqiao@10.240.0.251) 389.54ms
[SingleUserNotebookApp | INFO] 302 GET /user/xiongqiao/tree/hw1/hw1.ipynb → /user/xiongqiao/notebooks/hw1/hw1.ipynb (xiongqiao@10.240.0.251) 2.86ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/notebooks/hw1/hw1.ipynb (xiongqiao@10.240.0.251) 232.72ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/config/notebook?_=1536201939737 (xiongqiao@10.240.0.251) 3.17ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/config/common?_=1536201939738 (xiongqiao@10.240.0.251) 3.49ms
[SingleUserNotebookApp | WARNING] Notebook hw1/hw1.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/hw1/hw1.ipynb?type=notebook&_=1536201939739 (xiongqiao@10.240.0.251) 92.13ms
[SingleUserNotebookApp | INFO] Kernel started: cacd7621-b6aa-4c3b-97bb-b2dd75f9132b
[SingleUserNotebookApp | INFO] 201 POST /user/xiongqiao/api/sessions (xiongqiao@10.240.0.251) 37.39ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/hw1/hw1.ipynb/checkpoints?_=1536201939740 (xiongqiao@10.240.0.251) 8.34ms
[SingleUserNotebookApp | INFO] 302 GET /user/xiongqiao/notebooks/hw1/scoreCard.jpg → /user/xiongqiao/files/hw1/scoreCard.jpg (xiongqiao@10.240.0.251) 2.92ms
[SingleUserNotebookApp | INFO] 302 GET /user/xiongqiao/notebooks/hw1/hist.png → /user/xiongqiao/files/hw1/hist.png (xiongqiao@10.240.0.251) 2.86ms
[SingleUserNotebookApp | INFO] 302 GET /user/xiongqiao/notebooks/hw1/scat.png → /user/xiongqiao/files/hw1/scat.png (xiongqiao@10.240.0.251) 2.55ms
[SingleUserNotebookApp | INFO] 302 GET /user/xiongqiao/notebooks/hw1/hist_2.png → /user/xiongqiao/files/hw1/hist_2.png (xiongqiao@10.240.0.251) 2.44ms
[SingleUserNotebookApp | WARNING] 404 GET /user/xiongqiao/nbextensions/widgets/notebook/js/extension.js?v=20180906004602 (xiongqiao@10.240.0.251) 2.91ms
[SingleUserNotebookApp | INFO] Adapting to protocol v5.1 for kernel cacd7621-b6aa-4c3b-97bb-b2dd75f9132b
[SingleUserNotebookApp | INFO] 101 GET /user/xiongqiao/api/kernels/cacd7621-b6aa-4c3b-97bb-b2dd75f9132b/channels?session_id=d3ed069229cd49a88dc163f10a6f54bc (xiongqiao@10.240.0.158) 414.93ms
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 119937 ms.
[SingleUserNotebookApp | INFO] Starting buffering for cacd7621-b6aa-4c3b-97bb-b2dd75f9132b:d3ed069229cd49a88dc163f10a6f54bc
[SingleUserNotebookApp | CRITICAL] received signal 15, stopping
[SingleUserNotebookApp | INFO] Shutting down 2 kernels
[SingleUserNotebookApp | INFO] Kernel shutdown: c156b59f-467d-4b4f-8ed4-6b00be6522ae
[SingleUserNotebookApp | INFO] Kernel shutdown: cacd7621-b6aa-4c3b-97bb-b2dd75f9132b
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[SingleUserNotebookApp | INFO] Loading the validate_assignment nbgrader serverextension
[SingleUserNotebookApp | INFO] Starting jupyterhub-singleuser server version 0.8.1
[SingleUserNotebookApp | INFO] Serving notebooks from local directory: /home/jovyan
[SingleUserNotebookApp | INFO] The Jupyter Notebook is running at:
[SingleUserNotebookApp | INFO] http://(jupyter-xiongqiao or 127.0.0.1):8888/user/xiongqiao/
[SingleUserNotebookApp | INFO] Use Control-C to stop this server and shut down all kernels (twice to skip confirmation).
[SingleUserNotebookApp | INFO] 302 GET /user/xiongqiao/ → /user/xiongqiao/tree? (@10.240.1.101) 1.17ms
[SingleUserNotebookApp | INFO] 302 GET /user/xiongqiao/?redirects=1 → /user/xiongqiao/tree?redirects=1 (@10.240.2.49) 1.09ms
[SingleUserNotebookApp | INFO] 302 GET /user/xiongqiao/tree?redirects=1 → /hub/api/oauth2/authorize?client_id=user-xiongqiao&redirect_uri=%2Fuser%2Fxiongqiao%2Foauth_callback&response_type=code&state=eyJ1dWlkIjogImM5MzI5YzgyNGI3NzRhZTg4NTIyOGQ2MzMzNTE3MzExIiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby90cmVlP3JlZGlyZWN0cz0xIn0 (@10.240.2.49) 2.29ms
[SingleUserNotebookApp | INFO] Logged-in user {'kind': 'user', 'name': 'xiongqiao', 'admin': False, 'groups': [], 'server': '/user/xiongqiao/', 'pending': None, 'last_activity': '2018-09-10T18:21:20.020014'}
[SingleUserNotebookApp | INFO] 302 GET /user/xiongqiao/oauth_callback?code=1f9152e7-8566-4d1c-9b43-cf659db26006&state=eyJ1dWlkIjogImM5MzI5YzgyNGI3NzRhZTg4NTIyOGQ2MzMzNTE3MzExIiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby90cmVlP3JlZGlyZWN0cz0xIn0 → /user/xiongqiao/tree?redirects=1 (@10.240.2.49) 8014.16ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/tree?redirects=1 (xiongqiao@10.240.2.49) 2594.29ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/config/tree?_=1536603691643 (xiongqiao@10.240.2.49) 4.86ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/config/common?_=1536603691644 (xiongqiao@10.240.2.49) 3.71ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1536603691645 (xiongqiao@10.240.2.49) 1.38ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/sessions?_=1536603691646 (xiongqiao@10.240.2.49) 1.49ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1536603691647 (xiongqiao@10.240.2.49) 0.88ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents?type=directory&_=1536603691648 (xiongqiao@10.240.2.49) 20.95ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/nbgrader_version?version=0.6.0.dev&_=1536603691649 (xiongqiao@10.240.2.49) 0.86ms
[SingleUserNotebookApp | INFO] Released assignments:
[SingleUserNotebookApp | INFO] data100 disc00 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw0 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw1 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab03
[SingleUserNotebookApp | INFO] data100 lec01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec03 (already downloaded)
[SingleUserNotebookApp | INFO] Released assignments:
[SingleUserNotebookApp | INFO] data100 disc00 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw0 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw1 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab01 (already downloaded)
